,hora_llegada,reproceso,termina_servicio,fila
0,19.0,0.0,36.62478591065276,0.0
1,22.0,0.0,41.125400062975025,1.0
2,28.0,0.0,45.53680242344564,2.0
3,32.0,0.0,49.17263592660761,3.0
4,34.0,0.0,51.085504417643634,4.0
5,40.0,0.0,57.42278194923625,4.0
6,43.0,0.0,62.686228894053485,4.0
7,46.0,0.0,62.53115171968548,4.0
8,51.0,0.0,68.17484232692273,4.0
9,53.0,0.0,69.14242362821071,4.0
10,57.0,0.0,73.8196435912582,5.0
11,62.0,0.0,77.49324491376622,5.0
12,65.0,0.0,81.70104545315581,4.0
13,70.0,0.0,85.76115547198894,3.0
14,74.0,0.0,91.51537753383127,3.0
15,78.0,0.0,96.96138452887814,3.0
16,81.0,0.0,97.10436786804829,4.0
17,86.0,0.0,102.14684113403516,3.0
18,91.0,0.0,107.54635727669628,4.0
19,93.0,0.0,108.7601344737487,4.0
20,98.0,0.0,114.51581963813307,3.0
21,102.0,0.0,118.80141885184776,4.0
22,106.0,0.0,124.4967225991042,4.0
23,109.0,0.0,127.5878078079122,3.0
24,112.0,0.0,127.64668581092006,4.0
25,118.0,0.0,133.69924299301002,4.0
26,120.0,0.0,139.4018295951515,4.0
27,123.0,0.0,139.55861241455747,5.0
28,129.0,0.0,146.4194595139421,3.0
29,131.0,0.0,147.62861002677997,4.0
30,134.0,0.0,151.97277031740322,4.0
31,140.0,0.0,155.14051688271914,3.0
32,141.0,0.0,158.00138419059638,4.0
33,145.0,0.0,162.51459743383322,5.0
34,149.0,0.0,166.04160932194569,4.0
35,154.0,0.0,170.44223889193933,4.0
36,157.0,0.0,175.69921848188673,4.0
37,163.0,0.0,180.04895025293675,3.0
38,165.0,0.0,181.13388643411076,4.0
39,169.0,0.0,185.62231804943607,4.0
40,175.0,0.0,192.7225043411306,4.0
41,178.0,0.0,194.48944172504662,4.0
42,182.0,0.0,198.11325289950057,3.0
43,186.0,0.0,202.2791274540856,3.0
44,191.0,0.0,208.47069660248314,4.0
45,192.0,0.0,208.01181596814988,5.0
46,197.0,0.0,213.61802109275644,4.0
47,203.0,0.0,220.09038549505019,3.0
48,207.0,0.0,224.5779767795949,4.0
49,209.0,0.0,227.72886267427472,3.0
