,hora_llegada,reproceso,termina_servicio,fila
0,20.0,0.0,36.83565135997676,0.0
1,27.0,0.0,45.13404301246637,1.0
2,31.0,0.0,48.096052178683465,2.0
3,36.0,0.0,54.8108971344009,3.0
4,40.0,0.0,58.98287310794597,3.0
5,43.0,0.0,59.27977253342813,4.0
6,48.0,0.0,63.999159401434454,4.0
7,52.0,0.0,68.85513766684196,4.0
8,57.0,0.0,73.23218980353037,4.0
9,63.0,0.0,80.69521774561933,3.0
10,66.0,0.0,84.59999240367645,3.0
11,70.0,0.0,86.68630175348966,3.0
12,72.0,0.0,90.16055833382022,4.0
13,78.0,0.0,95.39367105653879,4.0
14,81.0,0.0,97.01434716824586,4.0
15,85.0,0.0,103.34191084985672,4.0
16,90.0,0.0,109.0589256292257,4.0
17,93.0,0.0,109.12157652783146,4.0
18,98.0,0.0,114.22874881673306,3.0
19,101.0,0.0,117.00759157170647,4.0
20,105.0,0.0,121.63090388665134,4.0
21,112.0,0.0,130.83027774863814,3.0
22,113.0,0.0,132.21782001626795,4.0
23,118.0,0.0,134.31211507520825,3.0
24,124.0,0.0,141.35692108791045,3.0
25,127.0,0.0,143.9376978720445,4.0
26,130.0,0.0,147.07930414054414,5.0
27,136.0,0.0,154.54663251172929,3.0
28,142.0,0.0,161.6329586072688,3.0
29,146.0,0.0,162.59645560651106,3.0
30,151.0,0.0,168.3242562731492,3.0
31,156.0,0.0,174.57180330567556,3.0
32,159.0,0.0,176.8282270258746,4.0
33,162.0,0.0,180.17377109516883,4.0
34,167.0,0.0,183.0185027297413,4.0
35,170.0,0.0,187.72351465336732,4.0
36,173.0,0.0,190.07045649743125,5.0
37,177.0,0.0,195.5051002427902,4.0
38,186.0,0.0,204.26164784483126,3.0
39,186.0,0.0,202.83970632767412,4.0
40,191.0,0.0,209.2977411153029,3.0
41,195.0,0.0,213.42377608257738,4.0
42,200.0,0.0,216.93412406177947,4.0
43,203.0,0.0,220.03068478979935,4.0
44,206.0,0.0,222.7166652779773,4.0
45,211.0,0.0,230.21854983304704,4.0
46,213.0,0.0,230.11088335770233,5.0
47,216.0,0.0,231.9582304246572,5.0
48,221.0,0.0,237.68448493052844,4.0
49,225.0,0.0,240.87116124803438,4.0
