,hora_llegada,reproceso,termina_servicio,fila
0,22.0,0.0,37.272249945606404,0.0
1,26.0,0.0,44.84297179610324,1.0
2,29.0,0.0,46.53816237084537,2.0
3,33.0,0.0,51.221235772137014,3.0
4,38.0,0.0,54.15931457140315,3.0
5,40.0,0.0,58.52174251540842,4.0
6,46.0,0.0,64.51608959326083,4.0
7,49.0,0.0,65.75530051763974,4.0
8,51.0,0.0,68.4922104073897,5.0
9,56.0,0.0,74.32572493268677,4.0
10,59.0,0.0,74.78719377268372,4.0
11,61.0,0.0,79.04116135279793,5.0
12,66.0,0.0,84.31794972124685,4.0
13,71.0,0.0,88.17909994760439,4.0
14,77.0,0.0,94.42302457481671,3.0
15,78.0,0.0,95.08427853135098,4.0
16,82.0,0.0,98.84963240761981,4.0
17,88.0,0.0,106.27266550918804,4.0
18,90.0,0.0,107.52703504657384,4.0
19,92.0,0.0,108.54349372224772,5.0
20,97.0,0.0,113.8285143625634,4.0
21,101.0,0.0,118.8074585995177,4.0
22,103.0,0.0,118.28990330531198,5.0
23,111.0,0.0,128.7087449816108,3.0
24,113.0,0.0,130.6177047632328,4.0
25,116.0,0.0,133.62597766904824,4.0
26,122.0,0.0,140.3212484008799,3.0
27,124.0,0.0,141.37677266433587,4.0
28,128.0,0.0,146.7209166872794,5.0
29,133.0,0.0,150.05879267057165,4.0
30,134.0,0.0,151.99242716622402,4.0
31,140.0,0.0,157.70378743281867,5.0
32,143.0,0.0,161.31197573372341,4.0
33,145.0,0.0,162.02660563385234,5.0
34,150.0,0.0,166.46670712328273,5.0
35,153.0,0.0,170.57811541189898,4.0
36,158.0,0.0,175.05862000148701,4.0
37,165.0,0.0,183.25216982071476,3.0
38,168.0,0.0,184.13144276316987,3.0
39,174.0,0.0,190.93869741380118,3.0
40,177.0,0.0,194.3214197955099,3.0
41,180.0,0.0,197.7332823310116,4.0
42,186.0,0.0,203.28052078080154,3.0
43,191.0,0.0,207.42627617916975,3.0
44,195.0,0.0,212.08561030554472,3.0
45,200.0,0.0,217.04042984272402,3.0
46,203.0,0.0,219.6659412519436,4.0
47,205.0,0.0,222.48934929907801,4.0
48,211.0,0.0,226.7018444028299,4.0
49,213.0,0.0,230.83526299821597,4.0
