,hora_llegada,reproceso,termina_servicio,fila
0,19.0,0.0,38.79557127351467,0.0
1,23.0,0.0,40.94852243432816,1.0
2,26.0,0.0,43.08384884373347,2.0
3,32.0,0.0,50.07088234992796,3.0
4,35.0,0.0,51.27375081498188,4.0
5,40.0,0.0,58.018719938262024,4.0
6,44.0,0.0,59.768685992236925,3.0
7,49.0,0.0,65.88913507783528,4.0
8,53.0,0.0,70.11802710012113,3.0
9,56.0,0.0,72.72825010821525,4.0
10,60.0,0.0,77.79700970003775,3.0
11,65.0,0.0,82.29765570033037,4.0
12,69.0,0.0,86.48886374016647,4.0
13,73.0,0.0,90.24794145212277,3.0
14,77.0,0.0,94.45031840847045,4.0
15,80.0,0.0,96.37197059282487,4.0
16,84.0,0.0,100.68352596554853,4.0
17,91.0,0.0,108.84616911987895,3.0
18,93.0,0.0,110.81460992931369,4.0
19,98.0,0.0,115.76700834536376,3.0
20,103.0,0.0,120.02043045896646,3.0
21,107.0,0.0,126.18085120346764,4.0
22,111.0,0.0,130.23832586080897,3.0
23,114.0,0.0,130.68880808843252,4.0
24,119.0,0.0,134.89586612515006,4.0
25,124.0,0.0,141.36737685650832,4.0
26,126.0,0.0,141.88509936065998,5.0
27,132.0,0.0,148.67815321718655,3.0
28,135.0,0.0,154.02971354238525,3.0
29,137.0,0.0,154.8322846350792,4.0
30,144.0,0.0,160.45134970605807,3.0
31,147.0,0.0,163.82275928677427,4.0
32,151.0,0.0,167.42345929734864,4.0
33,155.0,0.0,172.51926289056868,3.0
34,158.0,0.0,174.3685567682154,4.0
35,164.0,0.0,181.66544063067067,3.0
36,168.0,0.0,185.08520055535914,3.0
37,171.0,0.0,188.53137090296215,4.0
38,176.0,0.0,194.60022801112115,3.0
39,181.0,0.0,199.95924784885153,4.0
40,184.0,0.0,202.4769836345035,4.0
41,189.0,0.0,205.84296327800286,3.0
42,192.0,0.0,208.3307833002242,4.0
43,193.0,0.0,210.29870680243803,5.0
44,199.0,0.0,216.71760190980555,5.0
45,201.0,0.0,220.53883717922903,5.0
46,203.0,0.0,222.1614421809499,5.0
47,209.0,0.0,227.39100530416744,4.0
48,213.0,0.0,231.09797953849124,4.0
49,218.0,0.0,235.67942317628274,4.0
